name,dob,race,address,email,children,has_kids,car,income,sqft,sleephours,pet
"Kriewaldt (Wolf), Emily",1949-02-04,White,"10 HWY 15 Philadelphia, PA, 19147",Kriewaldt (Wolf)@hotmail.com,1,Yes,Mazda RX4 Wag,5008,1200,4.537561943816394,cat
"al-Saleh, Raafida",2001-01-29,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",al-Saleh@gmail.com,0,No,Lotus Europa,40431,1604,6.404311170931017,none
"Oquendo Gonzalez, Austin",1942-05-10,Two or more,8234 Chester Ave Chapel Hill NC 27514,Oquendo Gonzalez@outlook.com,9,Yes,Merc 450SL,65279,10806,4.989592353425615,cat
"el-Hasan, Jameel",1920-12-09,Two or more,123 Main St Chicago Ik 23948,el-Hasan@outlook.com,0,No,Hornet Sportabout,85950,2060,6.8595036542587176,cat
"Boanvala, Cybill",1920-03-08,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Boanvala@outlook.com,1,Yes,Lincoln Continental,131499,1201,5.486245921843649,cat
"Cherry, Leilani",1921-03-28,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Cherry@outlook.com,0,No,Merc 230,18448,1384,6.184483423933866,dog
"French, Joylensia",1999-07-06,Hispanic,123 Main St Chicago Ik 23948,French@gmail.com,0,No,Toyota Corolla,34284,1543,6.342841374748795,cat
"Schultz, Myhue",2004-08-13,White,8234 Chester Ave Chapel Hill NC 27514,Schultz@hotmail.com,2,Yes,Merc 240D,106920,2402,5.301900830094022,cat
"Casem, Abhishekha",1929-08-16,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Casem@outlook.com,3,Yes,Honda Civic,58130,3602,4.9359729139753235,none
"al-Safar, Mahdhoodha",1992-06-02,Black/AA,8234 Chester Ave Chapel Hill NC 27514,al-Safar@gmail.com,7,Yes,Merc 230,94944,8407,5.212083504583639,cat
"Foley, Richard",1993-08-22,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Foley@hotmail.com,6,Yes,Duster 360,2114,7200,4.515856186216001,dog
"el-Murad, Shihaab",1971-10-16,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Murad@gmail.com,9,Yes,AMC Javelin,23397,10802,4.675479880162759,none
"Moreno Torres, Destiny",1950-10-29,White,8234 Chester Ave Chapel Hill NC 27514,Moreno Torres@yahoo.com,0,No,Merc 280C,70743,1907,6.707428356035429,none
"Gale-Warren, Cynthia",1965-01-29,Asian,8234 Chester Ave Chapel Hill NC 27514,Gale-Warren@aol.com,1,Yes,Hornet 4 Drive,4587,1200,4.534402282101661,cat
"el-Hussein, Saajida",1949-12-12,Hispanic,8234 Chester Ave Chapel Hill NC 27514,el-Hussein@outlook.com,0,No,Honda Civic,9784,1298,6.097844526494655,dog
"Sheets, Branaya",1930-04-01,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Sheets@outlook.com,3,Yes,Porsche 914-2,108693,3603,5.315200913893471,cat
"Hawkins, Christian",1964-01-30,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Hawkins@aol.com,0,No,Chrysler Imperial,67389,1874,6.673892295474225,none
"Deherrera, Keauna",1953-06-15,White,8234 Chester Ave Chapel Hill NC 27514,Deherrera@outlook.com,0,No,Hornet Sportabout,5351,1254,6.053506565679977,cat
"Richy, Akshitsinh",1969-04-17,White,8234 Chester Ave Chapel Hill NC 27514,Richy@gmail.com,0,No,Merc 450SE,251692,3717,8.516923616878547,cat
"Lobato, Joylensia",1998-04-26,White,8234 Chester Ave Chapel Hill NC 27514,Lobato@gmail.com,6,Yes,Mazda RX4,182337,7211,5.8675248127787345,cat
"el-Salahuddin, Mujaahida",1925-07-18,White,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Salahuddin@outlook.com,0,No,Lincoln Continental,84928,2049,6.8492771924116145,cat
"Palmier, Darwyn",1981-10-25,Two or more,123 Main St Chicago Ik 23948,Palmier@gmail.com,3,Yes,Hornet Sportabout,158579,3605,5.689341122028751,none
"Vue, Justin",1945-12-01,Two or more,8234 Chester Ave Chapel Hill NC 27514,Vue@hotmail.com,0,No,Lotus Europa,28648,1486,6.28648170644188,dog
"Welsh, Candace",1941-05-23,Two or more,8234 Chester Ave Chapel Hill NC 27514,Welsh@outlook.com,0,No,Merc 450SL,108841,2288,7.088412471129534,none
"Spore, Kyana",1923-07-18,White,"10 HWY 15 Philadelphia, PA, 19147",Spore@hotmail.com,0,No,Ford Pantera L,12921,1329,6.129211884154566,cat
"Marsala, Jessica",1974-04-13,White,"10 HWY 15 Philadelphia, PA, 19147",Marsala@yahoo.com,0,No,Porsche 914-2,123480,2435,7.234799748860169,cat
"Lee, Chelsea",1929-06-24,White,123 Main St Chicago Ik 23948,Lee@gmail.com,0,No,Mazda RX4,19327,1393,6.19326884818618,none
"Wainright, Alexis",1983-01-25,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Wainright@hotmail.com,3,Yes,Fiat 128,17468,3601,4.631006711220709,cat
"Acosta, Hilario",1955-10-26,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Acosta@outlook.com,0,No,Fiat X1-9,77043,1970,6.7704321785504344,dog
"Tarango, Jared",1930-06-14,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Tarango@aol.com,0,No,Toyota Corolla,13160,1332,6.131603204487486,cat
"Tarpley-Romero, Luz",1944-11-17,White,Elvis Presley Blvd MEMPHIS tn 38116,Tarpley-Romero@gmail.com,3,Yes,Ford Pantera L,212355,3606,6.092661237499767,none
"el-Fadel, Fareeda",1987-09-27,White,123 Main St Chicago Ik 23948,el-Fadel@hotmail.com,0,No,Merc 280,122637,2426,7.226366252979536,none
"Acosta, Joshua",1958-03-23,NHOPI,123 Main St Chicago Ik 23948,Acosta@yahoo.com,0,No,AMC Javelin,178435,2984,7.784349372957771,dog
"el-Shahin, Shadhaa",1965-01-18,White,Elvis Presley Blvd MEMPHIS tn 38116,el-Shahin@yahoo.com,5,Yes,Mazda RX4 Wag,97625,6005,5.23218773139503,none
"Garnett, Jacob",1991-06-03,White,123 Main St Chicago Ik 23948,Garnett@outlook.com,0,No,Merc 280C,25660,1457,6.25659995248661,none
"Onuoha Onyekuru, Eddric",1943-01-21,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Onuoha Onyekuru@yahoo.com,2,Yes,Merc 450SL,16029,2400,4.620217044597365,cat
"Jara, Daniel",2004-08-10,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Jara@yahoo.com,2,Yes,Hornet Sportabout,9897,2400,4.574227821872449,none
"Cooper-Church, Danielle",1929-10-01,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Cooper-Church@aol.com,0,No,Lotus Europa,73944,1939,6.739442371460541,none
"Gioia, Jeremy",1962-04-22,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Gioia@hotmail.com,2,Yes,Datsun 710,11737,2400,4.588027638751563,none
"Fitzsimmons, Nicole",1968-01-02,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Fitzsimmons@yahoo.com,0,No,Datsun 710,37009,1570,6.370089510180466,dog
"Rahat, Sara",1937-01-07,White,"23498 Abbey Road Philadeplhia PE, 19403",Rahat@aol.com,2,Yes,Duster 360,154537,2403,5.6590238562724,none
"Merlo, Marjorie",1981-08-19,White,123 Main St Chicago Ik 23948,Merlo@aol.com,2,Yes,Chrysler Imperial,98541,2402,5.239057189398952,cat
"Willis, Daytovio",1937-09-12,White,"10 HWY 15 Philadelphia, PA, 19147",Willis@hotmail.com,0,No,Datsun 710,287067,4071,8.870670555973215,cat
"Blackmer, Cathy",1954-10-08,White,123 Main St Chicago Ik 23948,Blackmer@outlook.com,0,No,Toyota Corolla,130078,2501,7.300782129948954,dog
"el-Ghattas, Suhaila",1936-10-07,Two or more,123 Main St Chicago Ik 23948,el-Ghattas@gmail.com,3,Yes,AMC Javelin,65414,3602,4.990606447025764,none
"el-Yousif, Naaila",1949-09-15,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Yousif@hotmail.com,0,No,Mazda RX4 Wag,66076,1861,6.660760545982736,none
"Flores, Miguel",1955-05-30,White,8234 Chester Ave Chapel Hill NC 27514,Flores@hotmail.com,1,Yes,Merc 280,45656,1200,4.842417340011793,cat
"Malika, Tyreik",2000-12-09,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Malika@yahoo.com,1,Yes,Maserati Bora,146677,1201,5.600079652688541,dog
"Chang, Yiyang",1926-10-22,Hispanic,123 Main St Chicago Ik 23948,Chang@yahoo.com,0,No,Honda Civic,40312,1603,6.40312315500912,none
"al-Hosseini, Mu'hsina",1975-05-22,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",al-Hosseini@hotmail.com,2,Yes,Maserati Bora,106160,2402,5.296202656751228,dog
"al-Pirani, Naazil",1980-08-30,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",al-Pirani@outlook.com,2,Yes,AMC Javelin,156414,2403,5.673106126208343,cat
"Telles, Edith",1937-02-22,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Telles@hotmail.com,2,Yes,Merc 450SE,271661,2405,6.537455377894595,cat
"Martin, Dollar",1951-07-21,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Martin@aol.com,0,No,Valiant,34375,1544,6.343754078270693,dog
"Garcia, Evan",1932-05-26,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Garcia@gmail.com,0,No,Pontiac Firebird,201106,3211,8.01105933901084,none
"el-Ammar, Wajdi",1959-10-02,White,Elvis Presley Blvd MEMPHIS tn 38116,el-Ammar@yahoo.com,8,Yes,Merc 230,11355,9601,4.585158921380834,cat
"Blackman, Jo",1999-05-22,White,Elvis Presley Blvd MEMPHIS tn 38116,Blackman@hotmail.com,1,Yes,Toyota Corona,37350,1200,4.780121871742397,none
"Fuller, Michael",1994-04-30,Black/AA,123 Main St Chicago Ik 23948,Fuller@yahoo.com,0,No,Merc 240D,10316,1303,6.103155865145697,cat
"Luna, Adam",1980-07-12,AIAN,8234 Chester Ave Chapel Hill NC 27514,Luna@gmail.com,0,No,Merc 240D,162486,2825,7.624859442880818,none
"Hartel, Pamela",1950-07-09,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Hartel@aol.com,6,Yes,Merc 240D,95644,7206,5.2173288864568335,cat
"Silletto, Joseph",1955-12-20,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Silletto@hotmail.com,0,No,Toyota Corona,294879,4149,8.948793828726867,dog
"Mckinney, Patrick",1951-12-10,White,Elvis Presley Blvd MEMPHIS tn 38116,Mckinney@gmail.com,0,No,Hornet Sportabout,161239,2812,7.61238606455068,cat
"Greene, Mercedes",1939-05-30,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Greene@hotmail.com,2,Yes,Lotus Europa,129362,2403,5.470213212059936,none
"Neal, Clyde",1966-01-13,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Neal@outlook.com,2,Yes,Merc 450SLC,138836,2403,5.541266697674453,none
"Carlton, Melinda",1922-02-08,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Carlton@outlook.com,0,No,Merc 240D,82141,2021,6.821407704163347,none
"Elizondo, Urian",1950-01-22,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Elizondo@aol.com,0,No,Ferrari Dino,115833,2358,7.158333043614313,cat
"Halpenny, Andre",1992-07-28,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Halpenny@aol.com,1,Yes,Ford Pantera L,44811,1200,4.836084648780419,cat
"Bayles, Pharo",1921-03-16,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Bayles@gmail.com,1,Yes,Hornet Sportabout,227751,1202,6.2081288170261395,none
"Goddard, Lauren",1960-02-26,White,Elvis Presley Blvd MEMPHIS tn 38116,Goddard@aol.com,0,No,Valiant,11352,1314,6.1135207012927975,cat
"Van Leuwen Hall, Katherine",1947-12-14,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Van Leuwen Hall@aol.com,0,No,Ford Pantera L,312777,4328,9.127774979289274,dog
"Marceleno Scheibeler, Katherine",1949-07-01,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Marceleno Scheibeler@aol.com,8,Yes,Lincoln Continental,37943,9603,4.7845758688969235,none
"Kim, Mae",1964-08-31,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Kim@aol.com,0,No,Chrysler Imperial,78577,1986,6.785768595923682,none
"Duong, Michelle",1925-06-14,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Duong@aol.com,3,Yes,Toyota Corolla,30732,3601,4.730492700036467,none
"al-Madani, Majdiyya",1978-10-20,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",al-Madani@hotmail.com,1,Yes,Hornet 4 Drive,79244,1201,5.094332373279602,cat
"al-Mohammed, Mamdooh",1981-07-10,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Mohammed@aol.com,0,No,Toyota Corolla,12990,1330,6.129904998448764,none
"Storment, Joseph",1963-10-15,White,8234 Chester Ave Chapel Hill NC 27514,Storment@yahoo.com,0,No,Ferrari Dino,71605,1916,6.716047744393804,cat
"Torres, Ashley",1935-04-13,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Torres@gmail.com,0,No,Toyota Corona,52724,1727,6.527235395419289,none
"Bair, Megan",1941-01-17,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Bair@aol.com,4,Yes,Volvo 142E,35539,4801,4.76654258302526,dog
"al-Jabbar, Ramalaan",1979-11-04,Asian,Elvis Presley Blvd MEMPHIS tn 38116,al-Jabbar@outlook.com,2,Yes,Merc 280,85334,2402,5.140008041994641,dog
"Gardner, Kayana",1989-03-27,White,Elvis Presley Blvd MEMPHIS tn 38116,Gardner@aol.com,4,Yes,Toyota Corolla,155474,4806,5.66605684607376,dog
"Romero, Brenden",1953-06-18,White,8234 Chester Ave Chapel Hill NC 27514,Romero@aol.com,0,No,Honda Civic,212498,3325,8.124975823028679,cat
"Lucero, Gabriel",1959-06-24,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Lucero@outlook.com,0,No,Ferrari Dino,116936,2369,7.169362371045976,cat
"Thelen, Brandy",1983-03-27,NHOPI,432 Azalea Rd Apt 2b Wilmington NC 28415,Thelen@gmail.com,3,Yes,Volvo 142E,99911,3603,5.249331111427624,cat
"Brown, Shervanna",1982-10-22,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Brown@outlook.com,1,Yes,Toyota Corolla,22135,1200,4.666014573537695,none
"al-Bari, Hakeema",1938-10-05,White,8234 Chester Ave Chapel Hill NC 27514,al-Bari@yahoo.com,0,No,Maserati Bora,26278,1463,6.262784317784738,none
"Narayan, Jared",1924-10-15,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Narayan@hotmail.com,1,Yes,Datsun 710,2918,1200,4.521888681887406,cat
"Atkinson, Dua",1934-12-01,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Atkinson@hotmail.com,2,Yes,Merc 450SLC,180738,2404,5.855537071074288,dog
"Guevara, Victoria",1958-01-27,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Guevara@outlook.com,3,Yes,Merc 450SE,23903,3601,4.6792751230911005,cat
"Kim, Emilee",1956-06-08,Asian,8234 Chester Ave Chapel Hill NC 27514,Kim@aol.com,0,No,Chrysler Imperial,3585,1236,6.035848667079697,none
"Isais, Marcel",1945-12-24,White,"23498 Abbey Road Philadeplhia PE, 19403",Isais@outlook.com,0,No,Merc 280,51215,1712,6.512150924618903,cat
"Quach, Khoa",1953-10-06,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Quach@hotmail.com,2,Yes,Dodge Challenger,137031,2403,5.52773200879202,none
"Lavenant, Rodney",1939-01-18,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Lavenant@yahoo.com,7,Yes,Mazda RX4,9926,8401,4.574442569238616,none
"Merchant, Marlana",1969-05-26,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Merchant@outlook.com,2,Yes,Fiat X1-9,163224,2403,5.7241829334545224,cat
"Nava, Kelia",1964-11-09,Asian,"10 HWY 15 Philadelphia, PA, 19147",Nava@aol.com,3,Yes,Toyota Corona,145726,3604,5.592942704159558,cat
"Ravisankar, Kiet",1977-06-12,AIAN,432 Azalea Rd Apt 2b Wilmington NC 28415,Ravisankar@outlook.com,0,No,Fiat X1-9,79123,1991,6.791228779552624,cat
"al-Azzam, Hilmiyya",1985-01-18,Hispanic,8234 Chester Ave Chapel Hill NC 27514,al-Azzam@yahoo.com,0,No,Hornet 4 Drive,74719,1947,6.7471946749795855,none
"Harvin, James",2002-05-07,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Harvin@outlook.com,1,Yes,Merc 240D,42753,1200,4.820645950212205,cat
"Mandeville, Deandre",1927-02-16,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Mandeville@hotmail.com,1,Yes,Merc 450SE,115863,1201,5.368970348417915,cat
"Currier, Forrest",1970-11-23,White,Elvis Presley Blvd MEMPHIS tn 38116,Currier@hotmail.com,0,No,Maserati Bora,81666,2017,6.816662440142674,none
"Lovette, Nathan",1972-06-23,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Lovette@hotmail.com,0,No,Lincoln Continental,141969,2620,7.419685853484258,none
"Largo, Matthew",1944-05-17,White,123 Main St Chicago Ik 23948,Largo@gmail.com,0,No,Ford Pantera L,169509,2895,7.695089319257427,cat
"el-Moghaddam, Thanaa",1948-05-14,AIAN,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Moghaddam@outlook.com,1,Yes,Ford Pantera L,23337,1200,4.675025559641872,none
"Little, Alexandra",2000-10-11,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Little@aol.com,2,Yes,Valiant,26295,2401,4.697215947947358,dog
"al-Shaker, Aatifa",1993-06-30,White,8234 Chester Ave Chapel Hill NC 27514,al-Shaker@outlook.com,3,Yes,Fiat X1-9,104705,3603,5.285291043504748,none
"Kolinski, Aria",1993-04-30,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Kolinski@hotmail.com,2,Yes,Volvo 142E,35179,2401,4.763846058422386,dog
"el-Salik, Saahira",1955-02-09,White,"23498 Abbey Road Philadeplhia PE, 19403",el-Salik@gmail.com,0,No,Merc 240D,55443,1754,6.5544304818467864,none
"Harling, Andrew",1967-07-27,White,Elvis Presley Blvd MEMPHIS tn 38116,Harling@yahoo.com,1,Yes,Pontiac Firebird,8700,1200,4.565246481922612,none
"Parra, Jesus",1969-08-01,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Parra@outlook.com,0,No,Lincoln Continental,43245,1632,6.432450150266695,none
"Panyachith, Andrew",1956-01-02,Two or more,123 Main St Chicago Ik 23948,Panyachith@outlook.com,0,No,Ford Pantera L,42629,1626,6.42629375960451,none
"Holley, Megan",1982-09-28,White,"10 HWY 15 Philadelphia, PA, 19147",Holley@hotmail.com,0,No,Honda Civic,21573,1416,6.21573241647688,none
"Gonzalez, Westen",1920-08-20,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Gonzalez@gmail.com,1,Yes,Hornet 4 Drive,138130,1201,5.5359754611044805,none
"Rambo, Maurice",1931-11-11,White,"10 HWY 15 Philadelphia, PA, 19147",Rambo@aol.com,5,Yes,Toyota Corolla,46854,6002,4.851406940890523,none
"Martinez, Ricardo",1954-03-23,AIAN,"10 HWY 15 Philadelphia, PA, 19147",Martinez@aol.com,2,Yes,Toyota Corolla,125721,2403,5.442904298427204,none
"al-Jabbar, Mubaaraka",1972-01-02,White,8234 Chester Ave Chapel Hill NC 27514,al-Jabbar@outlook.com,2,Yes,Mazda RX4 Wag,1611,2400,4.512078786712109,dog
"Lam, Vincente",1934-07-07,White,123 Main St Chicago Ik 23948,Lam@aol.com,1,Yes,Toyota Corolla,169637,1202,5.7722750313396185,parrot
"Hinojosa, Marcus",1961-02-11,White,123 Main St Chicago Ik 23948,Hinojosa@yahoo.com,0,No,Honda Civic,74701,1947,6.747008691916142,none
"Clark, Ashley",1942-02-08,White,123 Main St Chicago Ik 23948,Clark@outlook.com,0,No,Fiat X1-9,100241,2202,7.0024100159805105,cat
"Melendez, Francisco",1942-07-14,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Melendez@aol.com,1,Yes,Porsche 914-2,33453,1200,4.750900098657788,cat
"al-Bacchus, Kaalim",1943-03-06,Hispanic,8234 Chester Ave Chapel Hill NC 27514,al-Bacchus@aol.com,1,Yes,Fiat 128,12904,1200,4.596778440467897,cat
"Mameda, Ryan",1996-11-02,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Mameda@gmail.com,0,No,Hornet 4 Drive,60118,1801,6.6011838161955065,cat
"Thomas, Jonnie",1963-09-04,White,Elvis Presley Blvd MEMPHIS tn 38116,Thomas@aol.com,0,No,Merc 230,45032,1650,6.450316367299928,none
"Dalton, Davier",1951-09-14,White,Elvis Presley Blvd MEMPHIS tn 38116,Dalton@outlook.com,0,No,Merc 230,199477,3195,7.994772644682613,cat
"Kelly, Alexandria",1991-06-07,Two or more,8234 Chester Ave Chapel Hill NC 27514,Kelly@yahoo.com,0,No,Honda Civic,149505,2695,7.495051786981032,none
"Carruthers, Aliceia",1995-09-07,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Carruthers@gmail.com,0,No,Toyota Corolla,45776,1658,6.457763937011876,none
"Mcleod, Booker",1954-06-06,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Mcleod@hotmail.com,1,Yes,Merc 240D,100421,1201,5.253154067417531,dog
"Staggs, Tristan",1933-07-16,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Staggs@hotmail.com,1,Yes,Lincoln Continental,81227,1201,5.109203036189542,cat
"Orin, Christopher",1986-12-26,Hispanic,123 Main St Chicago Ik 23948,Orin@yahoo.com,2,Yes,Valiant,16105,2400,4.620785902025238,none
"Nunez Lopez, Rodrigo",1980-01-26,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Nunez Lopez@aol.com,0,No,Mazda RX4,133719,2537,7.337193074324384,cat
"Page, Phillip",1949-07-10,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Page@gmail.com,0,No,Volvo 142E,72051,1921,6.720511157977571,none
"el-Noor, Jaasim",1967-02-02,NHOPI,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Noor@hotmail.com,2,Yes,Chrysler Imperial,10190,2400,4.576423119489062,dog
"Rivera, Matthew",2000-01-21,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Rivera@outlook.com,0,No,Merc 280C,178640,2986,7.786395548983663,cat
"Jensen, Auji",1991-04-12,White,"23498 Abbey Road Philadeplhia PE, 19403",Jensen@gmail.com,3,Yes,Mazda RX4,13993,3600,4.604946114151254,none
"Rodriguez, Kelly",1922-01-29,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Rodriguez@yahoo.com,2,Yes,Fiat 128,45357,2401,4.840177272163675,none
"Hammond, Brandon",1942-07-21,White,"10 HWY 15 Philadelphia, PA, 19147",Hammond@hotmail.com,0,No,Hornet 4 Drive,51027,1710,6.510274874282931,dog
"Reed, Geanna",1937-09-18,White,"10 HWY 15 Philadelphia, PA, 19147",Reed@outlook.com,0,No,Merc 280,24697,1447,6.2469652491349406,none
"Jones, Tyler",1951-04-03,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Jones@hotmail.com,1,Yes,Maserati Bora,16390,1200,4.622926659464967,none
"al-Abraham, Saami",1939-07-11,Asian,"10 HWY 15 Philadelphia, PA, 19147",al-Abraham@gmail.com,1,Yes,Ford Pantera L,206548,1202,6.0491100747731625,none
"Sanchez, Laura",1961-01-25,White,"23498 Abbey Road Philadeplhia PE, 19403",Sanchez@gmail.com,0,No,Merc 240D,166500,2865,7.665001684760293,none
"Nichols, Shiann",1931-08-05,Hispanic,123 Main St Chicago Ik 23948,Nichols@hotmail.com,0,No,Cadillac Fleetwood,10529,1305,6.105287483530318,none
"Boyer, Guadalupe",1949-04-08,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Boyer@outlook.com,0,No,Lincoln Continental,163487,2835,7.634873274568546,dog
"Burgess, Brittany",2002-06-18,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Burgess@gmail.com,0,No,Dodge Challenger,41680,1617,6.416802809785657,cat
"Mccurry, Joseph",2003-03-27,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Mccurry@outlook.com,0,No,Hornet 4 Drive,94205,2142,6.942047606423725,cat
"Elzas, Caroline",1926-01-31,White,123 Main St Chicago Ik 23948,Elzas@yahoo.com,0,No,Toyota Corona,216914,3369,8.169143964453955,cat
"Redhorse, Paul",1970-10-04,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Redhorse@hotmail.com,0,No,Ford Pantera L,96918,2169,6.9691837666044,none
"Machesky, Malorie",1991-11-09,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Machesky@aol.com,0,No,Pontiac Firebird,17109,1371,6.171093560891792,cat
"Spahic, Benjamin",1977-02-21,White,"23498 Abbey Road Philadeplhia PE, 19403",Spahic@outlook.com,3,Yes,Lotus Europa,221467,3607,6.161001929027908,none
"Begay, Jasmine",1925-12-06,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Begay@gmail.com,1,Yes,Toyota Corolla,131075,1201,5.483064869917288,dog
"el-Hamdan, Hawraa",1929-12-09,White,Elvis Presley Blvd MEMPHIS tn 38116,el-Hamdan@yahoo.com,0,No,Cadillac Fleetwood,31077,1511,6.310768050749168,none
"Campbell, Tanya",1920-01-25,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Campbell@yahoo.com,0,No,Lotus Europa,110923,2309,7.109229601752286,cat
"Christy, Long",1960-06-18,White,"23498 Abbey Road Philadeplhia PE, 19403",Christy@aol.com,1,Yes,Datsun 710,82518,1201,5.118882682210666,none
"Chau, Rakshmai",1970-11-12,White,8234 Chester Ave Chapel Hill NC 27514,Chau@aol.com,0,No,Merc 280,215017,3350,8.150166316748935,dog
"el-Khalili, Azeema",1969-11-10,White,"10 HWY 15 Philadelphia, PA, 19147",el-Khalili@hotmail.com,1,Yes,Dodge Challenger,17783,1200,4.633371108122698,none
"Celestin, Alyvia",1941-07-30,White,"23498 Abbey Road Philadeplhia PE, 19403",Celestin@outlook.com,1,Yes,Ford Pantera L,40048,1200,4.800362251904576,dog
"Thomas, Jaylin",1974-07-24,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Thomas@hotmail.com,8,Yes,Honda Civic,14022,9601,4.60516592844675,none
"Washington, Donovan",1924-03-01,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Washington@outlook.com,0,No,Fiat 128,203102,3231,8.031022065167438,dog
"Pena, April",1921-10-04,White,8234 Chester Ave Chapel Hill NC 27514,Pena@aol.com,0,No,Hornet Sportabout,52572,1726,6.525717720569864,none
"Corbett, Dale",1924-09-18,White,Elvis Presley Blvd MEMPHIS tn 38116,Corbett@outlook.com,0,No,Valiant,91459,2115,6.914586820621357,none
"al-Safar, Annnees",1959-11-28,White,"10 HWY 15 Philadelphia, PA, 19147",al-Safar@hotmail.com,0,No,Toyota Corona,41996,1620,6.419961726073784,dog
"Clark, Breanna",1957-06-27,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Clark@gmail.com,0,No,Mazda RX4 Wag,68697,1887,6.686971852949848,none
"el-Zafar, Shaheera",1988-11-28,White,"23498 Abbey Road Philadeplhia PE, 19403",el-Zafar@outlook.com,1,Yes,Merc 280,35221,1200,4.764155403389081,cat
